content,score
Good aps.. Membantu pengelolaan uang dan ada versi web,4
"Alhamdulillah, bagus apk kak, saya bisa ngatur pemasukan dan pengeluaran keuangan saya",5
Aplikasi bermanfaatt untuk saya yg suka boros' uang bisa di hitung disini dan kita tau pemasukan 1 bln berpa dan pngeluaranya berpa .kerenn lahhh,5
"saya pilih pengeluaran tapi malah keuangan saya nambah, jadi bingung apa yang kemarin-kemarin ada yang salah, jadi agak males pake aplikasi ini",5
Aplikasi sangat membantu.. lebih simpel dan mudah di mengerti,5
"Sangat menyarankan menggunakan ini, karena simple dan mudah digunakan",5
Aplikasi ini memang bagus untuk mengatur keuangan arus keluar masuk uang menjadi jelas dan rinci,5
Mudah digunakan..dan mudah dipahami..semoga makin ditingkatkan,5
Aplikasi nya bagus sangat membantu untuk mencatat pengeluaran mhl,5
Sangat bermanfaat fitur2nya sangat bagus dan mudah dipahami,5
mohon untuk di tingkatkan lagi ketika pindah device catatan yang lama ilang semua,4
"bagus sangat membantu, tapi tampilan iklan mengganggu",5
"Membantu banget sih pakai ini, jadi bs catat pengeluaran harian dg mudah",5
"Membantu banget, jadi bisa tau kluar masuknya uang,, kadang suka lupa aku",5
Sangat membantu dan memudahkan dalam mencatat pemasukkan dan pengeluaran bulanan 👍,5
"aplikasi yang mudah, detail dan bagus fiturnya",5
"rekomendasi kalimasada, dan ini jga rekomendasi untuk kalian yg ingin mencoba mencatat semua pengeluaran sekecil apapun dengn metode yg benar",5
"Aplikasi yang sangat membantu, cukup lengkap dan efisien",5
Mudah digunakan dan semua catatan keuangan jd tertata rapi,5
"saran aja, tambahkan widget total pendapatan selama ini, biar tambah semangat buat yang nabung, kayak gw hehe 🙂‍↕️",4
Aplikasi yang bagus untuk mengatur keuangan anda. Jujur lengkap si,5
Sangat berguna mengelola penghasilan dan pengeluaran dagang saya,5
Aplikasi nya mudah untuk digunakan dan gak banyak iklan,5
aplikasi yg bagus! detail dan mudah digunakan. terima kasih,5
Aplikasi bagus untuk mencatat pengeluaran dan pemasukan,5
"mantap,,mudah penggunaannya,,bisa mengontrol banyaknya pengeluaran.",5
Aplikasi yg sangat rekomended dan sangat mudah untuk digunakan,5
"App money manager terbaik, nggak bertele tele dan jelas... Akhirnya memutuskan beli full... Thanks ya",5
"sangat bagus dan rekomen sekali, ada grafik nya juga",5
Aplikasi yang sangat membantu dalam hal pengelolaan keuangan sehari-hari..terimakasih banyak 👍,5
"Sangat mudah digunakan dan membantu pembukuan keuangan saya, terimakasih pengelola keuangan ❣️",5
jika ditambahkan fitur pengelolaan bersama akan lebih mantap,5
"Bagus aplikasinya, dan sangat mudah digunakan. .",5
Aplikasi sudah sangat baik akan lebih baik jika iklannya tidak terlalu banyak dan memenuhi layar,5
"Aplikasi yg mudah, praktis & membantu untuk mengelola keuangan",5
Aplikasi yg berguna untuk mencatat keuangan kita dan tidak ribet ^_^,5
Versi terbaru ga suka.. iklan nya ganggu banget,2
sangat simpel dan terstruktur. suka banget buat catatan harian,5
Catatan yg spesifik... Baik secara tanggal dan akun. Amat sangat membantu,5
Aplikasi yang membantu manusia untuk mencatat keuangan dan mempermudah penghitungan,5
Bagus dan nyaman digunakan baik input data maupun analisis,5
Mudah digunakan dan sangat membantu sekali mencatat pengeluaran,5
Aplikasinya sangat membantu dan mudah di gunakan.,5
"Alhamdulillah bisa mencatat pemasukan dan pengeluaran dengan baik, terimakasih",5
"Baru tau fitur lengkapnya, jadi terbantu sekali",5
Aplikasinya sangat membantu untuk telusur pengeluaran kita perhari/perbulan,5
"Minusnya ga bisa login di 2 device, ga bisa login by gmail ya?",4
Bagus dan cukup lengkap. salah satu aplikasi pengelola keuangan terbaik yg pernah saya coba.,5
sangat membantu sekali dalam pencatatan serta nyaman untuk digunakan,4
"ini yg pling bagus, lmyan lengkap bisa bbrapa akun , bisa tf antar akun juga udah ada kategori grafik",5
Aplikasinya komplit. Tampilannya simple tapi keren. Recomended.,5
Bagus dan simple jadi mengatur keuangan gampang bgt😁,5
mantab pokoknya detail dan sesuai dengan kebutuhan pencatatan,5
"Bagus dan recomended, cuman pas udh banyak data didalam jadi lemot",5
"Aplikasinya bagus, sesuai dengan kebutuhan Tingkatkan lagi",5
Terima kasih. Fiturnya simple. Dan mudah dimengerti.,5
"Sangat fungsional, bisa foto nota 👍👍👍👍",5
Tolong tambahkan fitur bisa dilihat bersama dengan pengguna lain selama keluarga. Thanks,5
"Aplikasinya keren, membantu saya tracing pengeluaran dan pemasukan",5
Sangat membantu saya untuk mengelola keuangan di bagian saya detil tapi sederhana dalam monitoringnya,5
"Overall oke banget, krn gratis iklan sering muncul",4
alhamdulillah bisa lebih mudah dalam mengurus keuangan saat ini. dan mendidik untuk mengeluarkan duit sesuai keperluan,5
"sebagai pencatatan pengeluaran, sangat mudah digunakan. cukup membantu",5
Sangat bagus untuk mengetahui catatan pendapatan dan pengeluaran,5
"bagus dan mudah dipahami, dan paling penting tidak terganggu iklan",5
Sangat membantu untuk mengetahui uang yg masuk & keluar...👍,5
Aplikasinya sangat membantu utk mengatur keuangan 👍,5
"Bagus, gratis, iklan gak terlalu banyak",5
"Sangat membantu dlm mengelola keuangan, dan mencatat pengeluaran serta pemasukan.",5
"cukup membantu 👍, tapi tolong jangan terlalu banyak iklan.",5
Kalau bisa di tambahkan lagi fitur grafik(trend),4
Sangat membantu untuk aku yg irt sering lupa kemana duit habis nyaaa heheheh,5
Sangat bagus dan fiturnya juga jelas dan membantu,5
Sangat membantu untuk keperluan manajemen akuntansi usaha,5
"Suka pake aplikasi ini buat mencatat pengeluaran, jadi ngak malas lagi",5
"Mudah di gunakan, lengkap dan Sangat membantu sekali dalam pencacatan keuangan saya.",5
"Bertahun"" pake aplikasi ini.. sangat membantu banget dalam manajemen keuangan aku 👏👏👏 terimakasih 🙏🙏",5
Terima kasih telah menemani pengelolaan uang saya 😍. Terus kembangkan aplikasinya agar menjadi semakin lebih baik,5
Sangat membantu dan keren. Sukses selalu untuk Tim Developer🙌,5
terimakasih buat aplikasi yang sangat detail untuk mengatur keuangan,5
"Nice Aplikasi , sangat membantu dalam mencatat laporan keuangan pribadi, jadi kita tau cashflow keuangan kita",5
Bagus sudah 5 tahun pake Semoga ada menu khusus budgeting buat ngebatasin pengeluaran,5
Memudahkan saya dalam mencatat keuangan dan juga lebih rapih karena ada persentase dari masing2 sub pengeluaran 🥰,5
Catatan keuangan yg sangat bagus dan lebih spesifik,4
Apk yang bagus untuk menghitung pengeluaran lebih detail setiap hari,5
Sangat membantu dan mudah di gunakan,5
"aplikasinya bagus dan sangat berguna , tapi masih ada kekurangan.",5
"membatu sekali, untuk melacak pengeluaran dan pemasukan",5
Lebih Berguna untuk bisa mengatur & kontrol pengeluaranmu,4
"Bagus pooll Nebantu banget buat mencatat pendapat, pengeluaran.",5
Goos apps selama pakai ini sejauh ini aman dan fitur easy to use.,5
Tolong Tambahkan Fitur Double Biaya jadi 1 X Pembayaran bisa untuk 2 Jenis Biaya,3
"Lumayan membantu mengatur keuangan, untuk fitur-fitur yang diberikan sudah lumayan banyak dan cukup detail.",5
Dari semua aplikasi finansial yg ada ini yg paling aku suka. Semua fitur yg aku butuhka ada,5
"terbaik sih ini aplikasi, kurang pengeditan ganda doang buat misahin uang pribadi sama uang tabungan",5
Apliaksi sangat membantu dan mudah untuk digunakan,5
"aplikasi sangat bagus, penggunaan mudah dipahami",5
"Ngebantu banget buat rekap transaksi uang, terimakasih",5
Fiturnya lengkap dikemas dengan sederhana,5
Lancar bisa password juga. Top,5
Sangat membantu dengan interface yang super simple,5
"So easy, membantu mencatat pengeluaran apa saja",4
Mantappp sih ini,5
"Sangat bagus. Saran, dalam pengaturan anggaran agar bisa dibuat berdasarkan presentase pendapatan. Terima kasih",5
"User friendly dan fiturnya lengkap, mantap!",5
Bagus. Simple mudah digunakan. Terimakasih ya,5
Aplikasi kerennnnn sangat bermanfaat sekali.. The Best pokok nya 👍👍👍,5
"simpel, mudah digunakan, sangat membantu",5
mudah digunakan & simple. rekomended 🙂,5
"alhamdulilah nyaman bngt say pake ini, ada iklan tapi jarang. thx",5
saya sudah pernah membeli premium tapi kenapa sekarang muncul iklan kembali,1
sangat bagus dan bermanfaat .. jdi gampang ngatur keuangan ... keren poko nya,5
"so far so good, tidak ada kendala informatif untuk laporan pengeluarannya",5
mudah di gunakan dan sangat membantu untuk pencatatan keuangan,5
Sangat membantu dalam mencatat keuangan.,5
aplikasinya bgs dan mudah dlm penggunaan.,5
Sangat membantu aku mencatat pengeluaran dan pemasukan,5
aplikasi simpel tapi berguna dan mudah digunakan,5
"Bagus, cuman yang kurang bingung kalau orang ngutang atau kita yg berhurang masuknua kemana. Apa buat aset baru?",4
Bagus tapi kurang fitur hutang si Overall mantep,4
"Mantap Aplikasinya, sangat memudahkan untuk mencatat pengelolaan keuangan pribadi.",5
Keren mudah2an jd bisa berhemat,5
Fiturnya lengkap dan paling cocok buat sy,5
"Bagus,enak dipAkainya ,praktis ,trimakasih aplikasi",5
bagus banget simple praktis pokoknya oke banget,5
"mantap benar bagus, sangat membantu dalam tugas.",5
Gada pemahaman terlebih dahulu untuk pengguna baru. Jadi bingung untuk memasukan data nya,3
"Simple, cepat, kaya fitur",5
Mudah dan lumayan lengkap utk catatan harian,5
"Sangat2 membantu , mudah dan gampang mencatat pengluaran .",4
"sangat membantu, terutama gak terganggu sama iklannya",5
"Membantu sekali, saya skrg bisa lebih berhemat akibat adanya aplikasi ini",5
"Luar biasa, dari sekian aplikasi yg kuinstall, berujung di aplikasi keren bin smooth ini",5
sejauh ini sangat membantu,5
Bagus sihh... Tapi kok g bsa diubah ke bahasa indonesia yaa,1
sangat membantu mengatur keuangan terutama untuk mengingatkan pengeluaran agar bisa menghemat,5
Berkat aplikasi ini saya sedikit demi sedikit dapat memanajemen keuangan,5
Sangat membantu mengevaluasi pengeluaran dan pemasukan,5
Sangat sangat membantu dalam pengelolaan keuangan yg awalnya berantakan sekarang sdh lumayan terkelola dengan sangat rapih,5
tools lengkap dan cara penggunaannya mudah 👍👍,5
"Bagus dan lengkap, gampang digunakan",5
"Sangat berguna bagi saya, fitur-fitur nya juga bagus",5
"Bagus aplikasinya, buat ngetrack sebulan ini uang habis berapa dan buat apa aja",5
aplikasi membantu saya mengelola uang,5
aplikasi sangat membantu bisa custom kategori dan lainnya,5
"sudah di fase , uang itu ada untuk dipakai",5
membantu banget untuk catatan keuangan harian,5
aplikasi nya sangat berguna,5
"Sangat bermanfaat, namun masih ada sedikit bug saja",4
"Gagal restore data dari drive, file corrupt, mengecewakan sekali Sudah langsung terselesaikan Terima kasih Maaf baru edit review🙏",5
sangat membantu dalam pengelolaan keuangan pribadi,5
Sangat membantu saya mencatat pengeluaran dan pendapatan.,5
Bagus banget buat tracking pengeluaran kita jadi mempermudah dalam mengatur keuangan sehari-hari.,5
Membantu pencatatan dan mudah digunakan,5
senang skali dg aplikasi ini. kalian wajib dwld ya... memudahkan kita mencatat keuangan,5
"Intinya jangan malas nyatet keuangan, best app 🫶",5
sangat membantu untuk memanage dan melihat sirkulasi keuangan pribadi,5
Rincian keuangan jadi lebih mudah dan efisien,5
Sangat membantu... bisa di link ke PC... mantaap,5
Baik/bagus tapi harusnya ada saldo ke bulan berikutnya,5
"bagus, bisa make mata uang luar juga",5
rekom jadi rajin banged untuk jurnalis,5
bagus sih menurutku,5
"simple, lengkap, gampang dimengerti",5
"Suka !!!!! sangat membantu, terus tingkatkan",5
membantu untuk meninjau ulang pengeluaran dan merapikan data bulanan,5
bagus sekali sayang ada iklannya,5
"Pemakaiannya simple, orang awam bisa menggunakannya",5
"sangat simple, dan mudah dimengerti",4
Sangat membantu untuk pencatatan keuangan pribadi kereeen aplikasinya,5
sangat membantu buat tracking pengeluaran dan pemasukan,5
Sangat bagus untuk kepentingan pribadi dan keluarga dalam mengatur keuangan thanks ya,4
Aplikasi yg bagus utk mengatur keuangan,5
Sangat membantu dan mudah digunakan,5
"udah bagus, akan lebih baik jika ada batas pengeluaran atau budgeting",4
Praktis dan bisa disesuaikan,5
"bagus, lengkap. cocok utk kontrol uang masuk keluar",5
"Sangat mudah, praktis dan rinci!",5
Aplikasi sederhana yang sangat bermanfaat.. makasih yaa,5
berguna banget walaupun suka ada iklan nya,5
sip cukup membantu,5
aplikasi nya bagus,5
"sangat bagus ,mudah di pahami sekaligus bisa bikin RAB jga 👍",5
"mudah dipahami, lengkap fiturnya",5
bermanfaat.. fiturnya mudah dipahami,5
Cukup mudah dipahami penggunaannya,5
Apk yg bagus dan sangat terbantu utk mencatat pengeluaranku,5
Kalo boleh saran bisa download pdf untuk semua laporan keuangan nya,4
"Bagus sih , cuman ya , yg bikin aku gedeg itu duit tunai sama duit bank di jadiin satu 😑 padahal kan di dompet sendiri di rekening sendiri lagi",5
"Tolong tambahkan fitur TARGET (Pensiun, Dll), fitur BUDGET, INVESTASI, Integrasi otomatis bank account dan ewallet, Hutang dan Piutang",5
"Sangat berguna sekali, dan mudah dipakai",5
Saya suka UI nya Ada fitur Diagram juga,5
Aplikasi yang sangat bermanfaat untuk mengatur keuangan.,5
"ringkas, detail, iklan yang wajar",5
"Apliaksi keren, jadi bisa tertib mengelola keuangan pribadi atau Rumah Tangga",5
"Lengkap, mudah dioperasikan, gratis ❤️",5
Sangat membantu dan mudah d gunakan,5
mantap sangat rekomend,5
Sebaiknya ada laporan keuangan dalam bentuk/format pdf.,4
"Simple pencatatayna, mudah dipahami dan lemgkap.",5
nice. rinci banget. jadi gampang analisis sukanya keluar dari saku sebelah mana.,5
bagus bangetttt. dijamin ga nyesel kalo download xixixi,5
sangat membantu buat mengelola cashflow. fitur sangat lenkap dan free,5
"Sangat membantu, dan mudah digunakan",5
Sangat membantu dalam pengaturan dan perencanaan keuangan,5
UI rapi dan menarik Sesuai kegunaan Tambah semangat menata keuangan,5
sangt membantu mengatur pengeluaran dan pemasukan dana agar keuangan tidak boncos,5
bagus tapi iklannya bikin gemes,5
bagus fiturnya lengkap,5
pengen tau dulu bisa di compare ke pdf gak hasilnya,1
Sangat membantu karena jelas tau ke mana uang yang lari🤣,5
"Catat pengeluaran, saldo asset malah nambah wkwkwk",1
aplikasi yang memudahkan dalam pencatatan keuangan,5
bagus membantu,5
bagus dan sangat bermanfaat,5
Bagus tp lebih bagus lg kl bs diconvert excel,5
mantap lebih teliti dan rapi,5
mantap sangat membantu me manage keuangan,5
app nya ngebantu bgt+gampang di pake,5
keren dan sangat memudahka,5
bagus mudah di pahami,5
Manage keuangan jadi lebih mudah,5
aplikasi bagus dan lengkap,5
sangat membantu sekali dalam mengelola keuangan pribadi,5
Memudahkan pencatatan pengeluaran dan pemasukan,5
Sangat membantu mengingatkan masuk keluarnya uang,5
Membantu mengelola keuangan usaha,5
udah pernah pake app sejenis ini 3 app tp ini yg plg cocok utk kebutuhanku.,5
Tidak ada cetak laporan keuangan,2
"Bagus, enak dipake dan intuitif",5
sangat baik dan membantu,5
sangat membantu saya dalam mencatat keuangan,5
Aplikasinya sangat membantu untuk mengatur keuangan.,5
Aplikasi Yang sangat membantu. terimakasih banyak.,5
bagus banget sangat rekomendasi,5
sangat membantu mengelola keuangan,5
sungguh membantu spending uang gue selama ini,5
saya sangat suka apk ini..terimakasih,5
utk saya apk ini bagus banget buat kalian yg ingin memanejemen keuangan,5
"Semangat terus buat mbak mas developernya, semoga bisa semakin baik lagi kedepannya 😁",4
So simpel bikin waras,5
"Sangat membantu, aplikasinya mudah digunakan",5
Sangat sangat membantu mengontrol pengeluaran,5
tolong hilangkan ads,5
mudah digunakan. simpel dan lengkap,5
"Bagus, sangat simple dan akurat",5
Highly recommend. Fitur ideal (sesuai kebutuhan),5
Aplikasinya sangat bagus buat manage arus kas kita,5
ini yg pling lengkap dan simple auto back up ada wiget jg ada,5
Sangat membantu karena pengelolaan keuangan jd lbh mudah,5
membantu pencatatan keuangan sehari-hari,5
"aplikasi ini sangat membantu dalam manage keuangan, terimakasih 🙏",5
"sudah bayar untukkonek kepc tetapi tidak bisa sudah bayar ke pc tetapi tidak bisa,uang hilang",1
Bagus banget untuk merencanakan pengeluaran per bulan. Recommended,5
"lumayan terinci, iklan juga kurang 👍",5
"Terima kasih banyak, saya jadi bisa mengatur keuangan dengan lebih baik",5
bagus banget intinya,5
"Aplikasi ini telah mengingatkan saya bahwa saya harus berhemat, terima kasih!",5
Sejauh ini bagus dan usefull banget. Thanks,4
sangat membantu untuk menulis pemasukkan dan pengeluaran,5
1. Apakah ketika ganti HP data kita bisa dikembalikan lagi? 2. Perlu ditambah menu pendapatan bersih disetiap transaksi harian. 3. Perlu adanya filter pendapatan,4
aplikasinya bagus,5
Sangat membantu untuk pencatatan pengeluaran,5
Fiturnya paling pas di saya 👍🏻 Lengkap.,5
Sangat bermanfaat dan mudah digunakan,5
Simple dan mudah digunakan,5
Sangat memudahkan membuat catatan pengeluaran dan pendapatan pribadi.,5
"komplit, lengkap, terinci",5
"Baru pakai beberapa hari, cukup membantu dalam pencatatan keuangan",4
"Keren, gampang di operasikan",5
sangat membantu untuk mencatat pengeluaran harian bulanan dan tahunan,5
aplikasi yang mudah dan sangat membantu,5
"Terbaik dan luar biasa, recommended banget",5
Bagaimna cara berbagi laporan keuangannya ga bisa di donload ke file,4
Bagus..tapi coba bisa buat dua memo catatan keuangan sekaligus,5
"mudah pakenya, informasinya mudah dibaca",5
sangat menarik aplikasi saya jadi belajar mengelola uang secara mandiri,5
"Bagus, bisa detil pencatatatnya",5
"keren bisa ngatur keuangan dengan simpel, apk gacor gini sangat membantu buat org2 yg suka boros tpi ntah ilang kemana larinya WKWK",5
Untuk premium ini berlangganan atau sekali beli ya mohon infonya,4
Bagus & Midah difahami.. terimakasih banyak.,5
Sangat membantu saya yg pelupa soal keuangan,5
"Mudah, sangat membantu untuk mengelola keuangan pribadi, dan manajemen anggaran.",5
"Bagus, sangat membantu. Ada diagram persentase memudahkan kita memantau kondisi kas.",5
Sangat membantu dalam mencatat pemasukan atau pengeluaran sehari2 baik cash atau pun bank,5
Sangat membantu memanage keuangan anak kos,5
Ini aplikasi yg menurut sy pribadi luarbiasa mantap ! Membantu sekali,5
"Ini nih aplikasi yang aku cari,tapi saran saya bisa ditautkan ke akun google supaya ketika ganti handphone bisa langsung masuk lagi",5
"Mudah, praktis, dan sesuai kebutuhan",5
makasih ya yg buat aplikasi ini... sgt membatu saya.. gampang di mengerti nagi yg gaptek,5
Sangat suka aplikasi nya simpel dan tidak ribet....,5
"bagus, dan sangat membantu untuk mengelola keuangan",5
Mempermudah dalam pengelolahan keuangan,5
"Manage keuangan pribadi lebih mudah, thanks",5
"aplikasi ini sangat membantu , ga ribet kyak aplikasi laen nya, the best pokoknya 😍👍",5
bagus sih tapi sayang sekali harus berlangganan,5
"Bagus, cuma ada iklannya",5
"Opsi lengkap, penggunaan mudah",5
apk keren dan sangat bermanfaat buat memanage keuangan,5
Mudah digunakan dan simple,5
"Aplikasinya sangat bermanfaat, membantu saya mengelola keuangan",5
aplikasi sangat membantu,5
"bagus, lumayan membantu ngatur pengeluaran",5
"Sejauh ini aplikasinya bagus, lebih lengkap dan detail dibanggakan aplikasi lain",5
Bagus. Gampang untuk digunakan dan dimengerti,5
"keren sih, sangat membantu buat aku yg males bikin tabel excel 😁",5
Memudahkan mengatur keuangan keluarga sangat bagus,5
Kalau bisa aplikasi conect ke beberapa device,5
penggunaan yg sangat mudah dan simple.,5
Aplikasi sederhana tapi sangat bermanfaat ...terima kasih untuk pengembang aplikasi ini.,5
Besttt aplikasi. Memudahkan mencatat keuangan pribadi harian ;),5
Semoga tetep update aplikasi nya. Terbantu mengelola keuangan. Terimakasih,5
Saya suka karna Tidak terlalu banyak iklan,5
Bagus bisa utk mengatur keuangan,5
"Bagus, mudah digunakan sangat membantu saya. Terimakasih",5
suka sekali,5
Sangat membantu untuk menghitung pengeluaran harian,5
Suka banget sama aplikasinya. Membantu banget buat memanage keuangan.,5
Bagus sangat bermanfaat untuk kelola keuangan yg keluar masuk,5
aplikasi Bagus simpel tapi lengkap..,5
"Mudah digunakan, dan sangat membantu",5
Membantu banget aku udah pake kurang lebih 3bulanan,5
berkat aplikasi ini aku bisa mengelola pengeluaran dan pemasukan uang aku setiap hari.,5
"Trimakasih, aplikasi ini sangat membantu saya dalam mencatat pengeluaran",5
anggarannya kok jadi gak bisa minus. tadinya bisa padahal,3
sangat membantu dan mudah digunakan,5
Baru mau coba ni.. Semoga aja benar-benar bisa membantu kontrol pengeluaran.,4
"mudah digunakan, sangat membantu pencatatan keuangan harian",5
Sangat detail untuk pencatatannya,5
Membantu banget dan simple,5
"aplikasi bagus untuk pengelolaan keuangan, sangat direkomendasikan",5
Aplikasi sangat bagus dan sangat bermanfaat sekali 👍,5
(1) Tambahkan Laporan Keuangan Expor ke Pdf dan Excel (2) Tambahkan Opsi backup office (3) tambahkan opsi sumber pendapatan. Demikian saran saya.,4
"Udah ini aplikasi paling simple, ringan, lengkappp",5
sangat membantu utk mengatur keuangan biar nggak boros....😄,5
Sangat membantu dalan pencatatan keuangan keluarga,5
Mantab keren mudah dan simpl,5
Sebuah aplikasi pencatatan keuangan yang fiturnya menyenangkan.,5
program nya lengkap dan sangat membantu,5
Sejauh ini yang paling simpel dan cukup lengkap.,5
mantap...memudahkan utk melihat statistik keuangan yang sudah digunakan,5
Sangat berguna sekali untuk merekap keluar masuknya dana.,5
Coba ada tambahan jumlah itemnya. Pasti makin asyik pakenya,4
Fitur lengkap dan gratis,5
"Aplikasi keuangan paling bagus, membantu sekali",5
Sangat membantu semoga tidak error seperti apk sebelah,5
"Pengoperasiannya sangat simple, praktis dan sangat membantu dalam mengelola keuangan. Terima kasih.",5
Bagus aplikasi. Gampang dipakainya buat manaje keuangan sendiri,5
Efektif dan efisien,5
Bagus banget ini aplikasi. Rekomen banget. Good job.,5
Aplikasinya sangat membantu saya mencatat keuangan harian.,5
Asli semenjak install apk ini jadi tau seberapa borosnya gw 😭😭😭 thx bgtt buat Dev nya,5
Sangat membantu sekali dalam pekerjaan saya. Terima kasij,5
User Friendly dimana sangat mudah digunakan,5
Alhamdulillah sangat terbantu utk mulai budgeting,5
Mudah digunakan dan stabil,5
Sangat membantu..mudah di pakainya,5
Keren Cuma fitur hutang-piutang yang agak ribet,4
"mudah digunakan, sangat bermanfaat",5
"membantu sekali, dan sangat user friendly",5
Sangat membantu utk ngelist pengeluaran,5
Seneng sekali bisa memakai aplikasinya ini mudah sekali,5
Aplikasi pencatat keuangan paling joooosssss,5
kalau sampe ada iklan beneran kecewa sih,5
silahkan tambah item dalam pengeluaran dan pemasukan,4
"Overall baru pakai 2 hari, cukup memudahkan buat pemula",4
Sangat rekomendasi utk mengatur keuangan anda,5
Sangat membantu sebagai seller bumbu pecel dan jasa desain grafis,5
simpel dan mudah digunakan,5
aplikasi bagus banget buat atur keuangan bulanan,5
aplikasinya sangat membantu mengatur keuangan keluarga,5
Aplikasi nya bagus dan banyak fitur nya,5
"baguss, tingkatkan lagi kualitasnya",5
tolong tambahkan fitur copy n paste pada nominal saat akan mencatat,5
"Sangat baik, sangat membantu saya mengontrol keuangan keluarga saya",5
Aplikasi bagus buat catat2 pengeluaran harian,5
Sangat membantu utk pencatatan keuangan harian👍👍,5
"Aplikasi yang bagus, memudahkan laporan kas",5
"Tolong untuk update selanjutnya, dibikin akun modal, laporan laba dan rugi untuk pelaku usaha..makasih",5
bagusss hanya aku merasa ngeri dengan pengeluaran ku wkwkw,5
Simple dan detail,5
Sangat membatu memantau pemasukan dan pengeluaran.,5
mudah membuka & menulis nya... jangan kebanyakan iklan ya...,5
sangat membantu dan fiturnya lengkap,5
"keren banget, untuk sejauh ini sangat bagus tolong pertahankan ini.",5
Luar biasa efektif ketika melakukan financial planning,5
"detail, rinci, praktis, sangat membantu",5
Sangat berguna,5
"Mantab, saya nyaman menggunakannya. Bisa di cadangkan di drive.",5
"fleksibel, bisa desain sesuai keperluan",5
sangat berguna,5
"apk terbaik, tidak rugi membei 5bintang",5
mantep aplikasinya saya udh pake jalan 2 tahun sangat membantu,5
Mantap sangat membantu sekali apk ini,4
Lumayan membantu untuk mengukur pengeluaran,4
sangat membantu,5
sangat membantu,5
sangat membantu,5
Mengatur keuangan lebih mudah,5
"sangat bagus, rekomended untuk pencatatan keuangan",5
"Gw pake yg premium, enak ini simple tapi lengkap",5
Membantu memanage financial dan mudah penerapannya,5
Sangat Bermanfaat untuk Menulis Catatan Keuangan Pribadi,5
"mudah digunakan, sangat membantu",4
Bagus banget. Sekaligus ada pengingatnya kalau blm nyatat administrasi keuangan.,5
sangat membantu,5
"Langsung saya kasih penilaian bintang lima,karena saya merasa beruntung,puas makenya,makasih",5
"Bagus, sangat membantu untuk mengelola keuangan",5
sejau ini aplikasi keuangan paling sesuai dengan kebutuhan saya. terlebih untuk mengetahui pos-pos pengeluaran saya.,5
Saya bisa mengatur keuangan saya agar tidak terjadi nya keborosan makasih ya developer🙏,5
"Bagus, cukup membantu pencatatan keuangan",5
Aplikasi yang membantu sekali untuk mencatat keuangan,5
"memudahkan pemgelolaan keuangan aku,, jadi gampang liat dan catet pengeluaran pemasukan uang bulanan",5
Ingin bisa di jadikan dokumen atau apapun yang bisa di share ke orang lain,5
Sangat memudahkan untuk pencatatan keuangan🙏,5
Sangat membantu pencatatan pengeluaran.,5
Alhamdulillah sangat membantu n mudah digunaken,5
sangat membantu ank kos dalam mengatur keuangan,5
bagus tapi jngan ada iklan lebih bagus,5
bagus bgt untuk memantau pengeluaran bulanan 😊,5
Aplikasi pencatatan keuangan terbaik.,5
sangat membantu dalam keuangan dan rata rata pengeluaran perbulan,5
"The best lah aplikasinya, tingkatkan terus 👍",5
Sangat bagus dan mudah digunakan.,5
aplikasi sangat fungsional dan praktis,5
"sangat memudahkan aku buat mengatur keuangan, mencatat pengeluaran dan pemasukan, rekomended👍",5
Sangatlah membantu untuk seorang pemula dalam bidang accounting.,5
Akan lebih bagus lagi jika bisa terhubung dengan email,5
pembaruan ke premium 99 RB tidak ada bulanan,3
"terima kasih, sangat membantu tata kelola uang, semoga berkah",5
Bikin referral buat ilangin iklan jg dong,4
mudah digunakan enggak ribet top deh,5
sabgat bermanfaat dan memudahkan kita untuk tracking keuangan setiap hari,5
sangat bermanfaat mengontrol arus kas,5
"sangat membantu dalam catatn harian, terimakasih",5
"BIG THANKS!!! Sangat bermanfaat untuk millenial yang ingin memperbaiki pola keuangannya! Semoga tim developer selalu diberi kebahagiaan beserta keluarganya, Amiin!",5
"aku suka Aplikasinya, semoga bisa dapat premium",5
bagus sekali sangat membantu pengelolaan uang,5
mantap format nya mudah dimengerti,5
APPLIKASI PALING BERFAEDAH !!! BENERAN DAH !!! KEUANGAN KITA JADI JELAS SEMUA . Apalagi buat org kayak gue yg kadang duit kagak tau raib kemana padahal dijajanin tapi ga inget,5
Sangat bagus dan mudah digunakan,5
"Terimakasih, aplikasinya bantu banget!",5
Perlu tambahan catatan khusus hutan dan piutang,3
"Mantap aplikasinya, recommended",5
"Aplikasi keren, ada notifikasi pengingat",5
"Aplikasinya mudah, sangat membantu 👍",5
Lengkap semua. Sesuai kali spt yg saya butuhkan.. trms,5
"Aplikasi berbahaya, baca terms nya sebelum install",1
sangat membantu saya dalam mengatur pengeluaran dan melihat statistik pengeluaran bulanan.,5
"Enak banget pake ini, gampang jugaa",5
Aplikasi keuangan yang sangat membantu cash flow,5
"Mudah, sangat membantu dan good",5
sangat membantu catatan pengeluaran dan pemasukan,5
"sangat bermanfaat, Sejauh ini, ini aplikasi keuangan terlengkap dan simpel menurut saya,",5
"Mantap, membantu sekali apalagi free",5
Sangat mudah dan membantu,5
"Mantap dan sangat berguna, terima kasih",5
